ELMNTKEY,SHAPE_LAT,SHAPE_LNG
24222,47.5917276312071,-122.334028653868
24265,47.6202836557985,-122.358138340227
24266,47.6203707015845,-122.357943106492
24269,47.6239662210878,-122.358113015414
24270,47.6239300545644,-122.357922658219
24405,47.6147145028556,-122.318280580201
24406,47.6146656637079,-122.318036524338
24409,47.6159921721796,-122.318276754746
24410,47.6157530709045,-122.318053944246
24413,47.6168127948509,-122.318310230497
24417,47.6183422790667,-122.318334522517
24441,47.6566313544127,-122.316792329276
24442,47.6565382108275,-122.316612982195
24445,47.6590057647425,-122.316740135237
24446,47.6592768700693,-122.316517947977
24449,47.6601884689853,-122.316701109018
24553,47.6088592503716,-122.316909680253
24554,47.6086646198322,-122.316650219202
24557,47.6108747148748,-122.316937273883
24558,47.6109048127492,-122.316645367129
24569,47.614461220481,-122.316979351386
24570,47.6147423069041,-122.316708075935
24585,47.6576702362765,-122.315610518102
24606,47.6763904299243,-122.315561555066
24829,47.6134807802601,-122.314335903255
24830,47.6133247568465,-122.314104301288
24833,47.6148134400046,-122.314344439813
24834,47.6147273112142,-122.314148455067
25041,47.6626514974494,-122.312069646567
25042,47.6623840359709,-122.311822084454
25701,47.6084290503455,-122.338292182154
25702,47.6087998430977,-122.338307216691
25705,47.6112303790183,-122.341118111826
25706,47.6115202092599,-122.34118939195
25709,47.6133806886023,-122.344723387438
25710,47.6137578862186,-122.344973368771
25713,47.6143390090939,-122.34635383759
25714,47.6145062055291,-122.346255771974
25717,47.6160733035629,-122.349282934271
25718,47.6162716652315,-122.349230298664
25817,47.6215042787872,-122.359413534894
25818,47.621580488355,-122.359275051179
27277,47.6148575024181,-122.345261962538
27281,47.6166287209533,-122.348226786965
27393,47.6013747027061,-122.330363425973
27394,47.6011146758988,-122.330149625836
27398,47.6005707962686,-122.330147613974
27402,47.5993336199683,-122.330189718502
27429,47.6237066122553,-122.360728462762
28581,47.5582834838607,-122.286222172411
28946,47.6023314704779,-122.329335550323
28954,47.6156939032493,-122.344250474095
28957,47.6169175046898,-122.346763569754
28958,47.6171334237501,-122.346709869129
28961,47.6178988482548,-122.348411349426
28962,47.6181298865758,-122.348414106763
30101,47.6169427216528,-122.344785620711
30102,47.6171338019507,-122.344726981035
30697,47.6113944594818,-122.334823065875
30698,47.6116623519414,-122.334805939438
30701,47.6132397655167,-122.336594637737
30702,47.6133930498091,-122.336512187541
30705,47.6181154051183,-122.344825577312
30970,47.6139851407628,-122.33557923597
30974,47.6182528152698,-122.342827561668
31058,47.6151920280212,-122.335540257336
31062,47.6169632128451,-122.338497207869
31297,47.6101430448499,-122.329046376117
31302,47.617501496549,-122.337446366313
31310,47.6190485716831,-122.339671000036
31313,47.621493055326,-122.339881929642
31490,47.6089160522722,-122.344258110426
31493,47.6102929549977,-122.34703207434
31494,47.6103357589254,-122.346666024691
31498,47.6109452007991,-122.347684984771
31509,47.6035052834794,-122.337921634493
31541,47.6041392026306,-122.321243478391
31542,47.6039667388423,-122.321285947489
31582,47.6270945960589,-122.34781735212
31593,47.6272167985231,-122.340358236829
31849,47.6672668786013,-122.384360014326
31850,47.6669670249833,-122.383705847379
31853,47.667869467983,-122.385348678482
31854,47.6681528095833,-122.385437712757
31889,47.6145005096361,-122.347519256627
31890,47.61436753775,-122.34736806583
31893,47.6157506257318,-122.345891481739
32017,47.6123991451784,-122.347914848836
32018,47.6122960403763,-122.347746584317
32022,47.6136852531342,-122.345950404002
32026,47.6148317459626,-122.344472892185
32030,47.6155176211808,-122.343585696195
32049,47.6138528305148,-122.32452385942
32053,47.6156844302516,-122.324600077651
32054,47.6157077454393,-122.324357094795
32121,47.6204399928513,-122.335961870629
32122,47.6202887292245,-122.335760347995
32125,47.6227785255893,-122.335959018088
32126,47.6226408908521,-122.335724923161
32129,47.6239138866788,-122.335945789055
32130,47.6238952429778,-122.335714795912
32173,47.6134773494549,-122.323478903598
32177,47.615623944017,-122.323540722305
32249,47.6049496838626,-122.320876928932
32257,47.6101181226135,-122.320875799335
32258,47.6095854149454,-122.320631682527
32262,47.6103973904993,-122.32063309548
32265,47.6224139831199,-122.321034586535
32266,47.622681123263,-122.320795506878
32289,47.664300822585,-122.314329052981
32290,47.6633893832219,-122.314123968522
32297,47.6762175466743,-122.314428737474
32425,47.6155870977302,-122.351066104249
32426,47.615308572355,-122.351081809886
32429,47.6175488223781,-122.348508677489
32430,47.6174472623792,-122.348306084624
32433,47.6181380883957,-122.347751739327
32434,47.6179244781335,-122.347710327556
32461,47.6028301299806,-122.333832467629
32462,47.6027022499914,-122.333729752494
32466,47.6054184974231,-122.327244244071
32470,47.6059472342206,-122.326025878864
32489,47.6174080879801,-122.35037026473
32490,47.617275090596,-122.350176004374
32554,47.6066831744023,-122.326609134589
32849,47.6185844255188,-122.329895230979
32909,47.6214426518028,-122.342559389789
32910,47.6212932281178,-122.342195739995
32913,47.6316192283775,-122.342412882903
32914,47.631856316054,-122.34215941709
33005,47.6204401697656,-122.329281545559
33142,47.6194322095784,-122.334178621546
33146,47.6201810658189,-122.334182872262
33273,47.6509168797414,-122.350005578877
33274,47.6508488871633,-122.3497703905
33338,47.650974282123,-122.35045487196
33517,47.6220444040216,-122.332248474686
33518,47.6218935231257,-122.332225597988
33566,47.6168328937125,-122.322038353689
33673,47.6152802749911,-122.332736523038
33677,47.6177650431668,-122.329517374586
33733,47.6024952562757,-122.33228882189
33734,47.6024334913103,-122.33200454161
33741,47.6198199697794,-122.347158350258
33742,47.6196550010419,-122.347025943878
33745,47.6197462317273,-122.331130294022
33746,47.6195872460271,-122.331121354745
33989,47.6143212131567,-122.340850065402
33990,47.6142258081335,-122.34068260845
33993,47.618188050292,-122.335873920204
33994,47.6180691895014,-122.335666765819
34218,47.6066391428695,-122.331391332941
34293,47.6034462988191,-122.337059097669
34294,47.6032837122158,-122.337062299937
34301,47.603902417435,-122.336015931285
34305,47.6083582057814,-122.325284990468
34306,47.6082548835705,-122.325223729042
34386,47.6244335840434,-122.340615474361
34477,47.6080124616506,-122.322507975228
34481,47.610851771159,-122.325100578212
34482,47.6108787164954,-122.324874930336
34489,47.6179433539626,-122.332576519703
34501,47.6202279270527,-122.333092508137
34502,47.6201519196778,-122.332869054223
34505,47.6214971962861,-122.333107991092
34506,47.621330964288,-122.332867775967
34509,47.6226115886066,-122.333106409397
34510,47.6225272515687,-122.332882888375
34518,47.6263668575163,-122.332456101681
34569,47.6159382825013,-122.320116505607
34661,47.6130040394132,-122.336799322588
34837,47.6105537230736,-122.336117712158
34838,47.6103162006048,-122.336238674687
34845,47.6113062146866,-122.334280018734
34877,47.6203900171139,-122.331818718845
34878,47.6202895186533,-122.331562635956
34881,47.6214333271994,-122.331845705183
34885,47.6225339457059,-122.331832424516
34890,47.6245451069748,-122.331625767109
34937,47.6235674784889,-122.356826983655
35021,47.5584158312044,-122.285469153478
35022,47.5581820154803,-122.285062326976
35197,47.6232790873116,-122.336586780851
35198,47.6231243827982,-122.336288353372
35201,47.6232010174844,-122.331030494689
35202,47.6230416813115,-122.331146950985
35237,47.6605415483026,-122.317821048083
35242,47.6624156243764,-122.317343114678
35333,47.6255123029788,-122.352375116954
35337,47.6255006613515,-122.3485408925
35341,47.6254671038165,-122.345439815186
35342,47.625361563427,-122.345805567512
35345,47.625465998619,-122.344447662891
35417,47.6068141228676,-122.336096398488
35421,47.6073274017926,-122.334892753655
35422,47.6071959665043,-122.334767711036
35429,47.6097471515052,-122.329102400316
35430,47.6095964423465,-122.329031150916
35433,47.6100975420543,-122.328272419157
35434,47.6100987912923,-122.327845652149
35437,47.612332061566,-122.322902018351
35438,47.6123719334623,-122.32239513768
35501,47.6102948951499,-122.325379993438
35502,47.6102885834666,-122.325040548899
35506,47.6115955081989,-122.321922984835
35525,47.6139487121791,-122.336749115382
35526,47.6137634817217,-122.336681550383
35530,47.6178181419501,-122.331432525548
35681,47.6674527726258,-122.380408243423
35682,47.6675099663516,-122.380236988354
35693,47.6188319524262,-122.346459973952
35694,47.6192604832218,-122.346152129423
35705,47.6048366716754,-122.32191924304
35706,47.6047822972432,-122.321679195729
35717,47.6042017920547,-122.322077091615
35718,47.6042454693977,-122.321926401152
35730,47.6160687613078,-122.333048705187
35733,47.6190950809537,-122.33725760221
35745,47.6209505390377,-122.337686983748
35749,47.6208919549438,-122.332412315488
35750,47.620743898991,-122.332417491765
35794,47.6083660366855,-122.337625719477
35798,47.6094188233275,-122.335079304961
35821,47.6108628051479,-122.328739436131
35822,47.6107228279143,-122.328735049472
35825,47.6112788001685,-122.32776019463
35826,47.6111499755431,-122.327713652072
35829,47.6117297401626,-122.326720848487
35830,47.611642212697,-122.326521639998
35837,47.6547327864271,-122.313406582244
35838,47.6547356543087,-122.313187367165
35841,47.6564603085643,-122.313357274475
35842,47.6565454520006,-122.313148068251
35845,47.662763752475,-122.313224470451
35846,47.6625373880237,-122.312992552363
35849,47.6635337934759,-122.313200531777
35850,47.663562445286,-122.312984998583
35881,47.6263379165641,-122.341528953816
35886,47.6256308287463,-122.33787144474
35889,47.6260372023146,-122.331300214278
35890,47.6259123453798,-122.331716694829
35909,47.6120903810923,-122.341462793782
35941,47.6138618061898,-122.349959961617
35942,47.6136168299026,-122.350007580901
35945,47.6171735711456,-122.345697739299
35946,47.6169323129386,-122.34571323222
36009,47.6202656134243,-122.354271682418
36010,47.6203193934949,-122.353995509532
36013,47.6252673575812,-122.354190172119
36014,47.6251381771152,-122.353996571219
36093,47.6023567303459,-122.335796609337
36094,47.6024843194118,-122.335622552991
36097,47.6045194012525,-122.337751390358
36098,47.6046283575469,-122.337560293564
36101,47.60606635727,-122.339181038674
36102,47.6059519634894,-122.33880936297
36105,47.6077937971421,-122.34075206034
36106,47.608169337683,-122.340809320945
36109,47.6136533144246,-122.34916413951
36110,47.6138120227552,-122.349069154148
36113,47.6142261432035,-122.350101743862
36114,47.6143718100792,-122.350015466535
36117,47.6148188599926,-122.351103620262
36118,47.6149662842801,-122.351020331316
36121,47.6153791666848,-122.352051235047
36122,47.6154689871694,-122.351870533193
36125,47.6173597640234,-122.355451249432
36126,47.6174803846615,-122.355279507861
36134,47.6129467326663,-122.337231743143
36137,47.6158165465217,-122.338132377689
36138,47.6160121333706,-122.33780163891
36141,47.6172488901696,-122.338393137765
36142,47.6173428804126,-122.338102632789
36146,47.6181902578405,-122.33830262902
36149,47.6243335573379,-122.338570991334
36158,47.6284558728556,-122.340181940639
36162,47.6385175257291,-122.340674312105
36309,47.6793406470561,-122.324761558845
36310,47.6794674169734,-122.324529868589
36313,47.6801217094908,-122.324694737472
36357,47.6017782997144,-122.327955232151
36358,47.6016446030181,-122.328304215398
36490,47.6079518645009,-122.310901530792
36493,47.6080974795694,-122.309653418296
36494,47.6079554242069,-122.309783947551
36646,47.6799279143594,-122.325617127496
36674,47.6782231364639,-122.327968645939
36678,47.6786523016842,-122.3264160069
36813,47.6062447611931,-122.30975880429
36814,47.6061062296636,-122.309420132204
37134,47.6139833982162,-122.322759349115
37137,47.6141691636269,-122.319971044831
37138,47.6139951318568,-122.320154814234
37141,47.6142067549861,-122.314666113425
37142,47.6140357335121,-122.314813087552
37174,47.6151393728339,-122.325959492548
37177,47.6153161164493,-122.323890487685
37178,47.6151570218671,-122.323904670699
37181,47.6153296983273,-122.321815833682
37185,47.6153468817928,-122.32014286887
37186,47.6151734632002,-122.32024102785
37189,47.6153401875507,-122.316127666631
37190,47.6152046131018,-122.315907344997
37437,47.6130237157469,-122.319909660668
37438,47.6128716320795,-122.320099237038
37821,47.6507585012539,-122.350889639709
37822,47.6505812690113,-122.350794693869
39293,47.6554128344479,-122.312494689749
39329,47.6569450073502,-122.316059602765
39330,47.6567897459309,-122.316144851723
39333,47.6569340919187,-122.314929822184
39334,47.6567807163557,-122.315057259498
39337,47.6569045324057,-122.31295690167
39338,47.6567619834885,-122.312746589675
39377,47.6584030127774,-122.314850810121
39378,47.6582640748864,-122.314696694435
39485,47.663158316508,-122.312820721616
39486,47.6630442648785,-122.312591216724
39945,47.6792211445274,-122.324073593172
39946,47.679080894219,-122.324033868026
41030,47.6700962718633,-122.385347508065
41721,47.6687723089169,-122.385471387667
41722,47.6685855260997,-122.385100654862
41725,47.6687582431064,-122.388936529
41726,47.6685875266273,-122.389121686682
42961,47.5992910567369,-122.32436791889
42962,47.5990958488782,-122.324029202949
43054,47.5982113763628,-122.33364976395
43057,47.5984237155184,-122.327225405042
43058,47.5982861697481,-122.32692648776
43118,47.5966036934743,-122.325489829375
43121,47.5967551284463,-122.324181491178
43193,47.6001187786137,-122.331185801307
43197,47.6001146670619,-122.328394807687
43905,47.6009617633364,-122.333427605351
43910,47.6007896879029,-122.326904064857
43913,47.6009465873493,-122.325778743312
